timestamp,entity_id,signal,trend,phase_sin,phase_cos
2024-01-07T22:40:00Z,fourier-demo,2.083236277498,1.500000000000,0.349382455751,-0.936980202359
2024-01-07T22:41:00Z,fourier-demo,1.962456711332,1.500150000000,0.347943681530,-0.937515436931
2024-01-07T22:42:00Z,fourier-demo,1.859543583055,1.500300000000,0.346504087364,-0.938048462202
2024-01-07T22:43:00Z,fourier-demo,1.778842483193,1.500450000000,0.345063676644,-0.938579276919
2024-01-07T22:44:00Z,fourier-demo,1.723480299745,1.500600000000,0.343622452765,-0.939107879828
2024-01-07T22:45:00Z,fourier-demo,1.695231106858,1.500750000000,0.342180419124,-0.939634269686
2024-01-07T22:46:00Z,fourier-demo,1.694442986250,1.500900000000,0.340737579118,-0.940158445251
2024-01-07T22:47:00Z,fourier-demo,1.720028705386,1.501050000000,0.339293936148,-0.940680405288
2024-01-07T22:48:00Z,fourier-demo,1.769520461568,1.501200000000,0.337849493616,-0.941200148568
2024-01-07T22:49:00Z,fourier-demo,1.839186181646,1.501350000000,0.336404254925,-0.941717673864
2024-01-07T22:50:00Z,fourier-demo,1.924202256125,1.501500000000,0.334958223482,-0.942232979958
2024-01-07T22:51:00Z,fourier-demo,2.018875192483,1.501650000000,0.333511402695,-0.942746065636
2024-01-07T22:52:00Z,fourier-demo,2.116902595121,1.501800000000,0.332063795971,-0.943256929688
2024-01-07T22:53:00Z,fourier-demo,2.211662204867,1.501950000000,0.330615406724,-0.943765570911
2024-01-07T22:54:00Z,fourier-demo,2.296516529080,1.502100000000,0.329166238366,-0.944271988105
2024-01-07T22:55:00Z,fourier-demo,2.365119914233,1.502250000000,0.327716294312,-0.944776180078
2024-01-07T22:56:00Z,fourier-demo,2.411714785044,1.502400000000,0.326265577979,-0.945278145641
2024-01-07T22:57:00Z,fourier-demo,2.431404203238,1.502550000000,0.324814092786,-0.945777883611
2024-01-07T22:58:00Z,fourier-demo,2.420388867810,1.502700000000,0.323361842153,-0.946275392811
2024-01-07T22:59:00Z,fourier-demo,2.376158147274,1.502850000000,0.321908829502,-0.946770672068
2024-01-07T23:00:00Z,fourier-demo,2.297626642539,1.503000000000,0.320455058259,-0.947263720215
2024-01-07T23:01:00Z,fourier-demo,2.185210048170,1.503150000000,0.319000531847,-0.947754536091
2024-01-07T23:02:00Z,fourier-demo,2.040836615990,1.503300000000,0.317545253696,-0.948243118538
2024-01-07T23:03:00Z,fourier-demo,1.867893223754,1.503450000000,0.316089227235,-0.948729466406
2024-01-07T23:04:00Z,fourier-demo,1.671107800995,1.503600000000,0.314632455894,-0.949213578547
2024-01-07T23:05:00Z,fourier-demo,1.456372550420,1.503750000000,0.313174943107,-0.949695453822
2024-01-07T23:06:00Z,fourier-demo,1.230514914797,1.503900000000,0.311716692308,-0.950175091095
2024-01-07T23:07:00Z,fourier-demo,1.001025471677,1.504050000000,0.310257706934,-0.950652489235
2024-01-07T23:08:00Z,fourier-demo,0.775753798398,1.504200000000,0.308797990424,-0.951127647117
2024-01-07T23:09:00Z,fourier-demo,0.562584759670,1.504350000000,0.307337546216,-0.951600563622
2024-01-07T23:10:00Z,fourier-demo,0.369108570029,1.504500000000,0.305876377753,-0.952071237636
2024-01-07T23:11:00Z,fourier-demo,0.202298334916,1.504650000000,0.304414488477,-0.952539668048
2024-01-07T23:12:00Z,fourier-demo,0.068208560886,1.504800000000,0.302951881835,-0.953005853756
2024-01-07T23:13:00Z,fourier-demo,-0.028292645607,1.504950000000,0.301488561272,-0.953469793660
2024-01-07T23:14:00Z,fourier-demo,-0.083746270241,1.505100000000,0.300024530236,-0.953931486668
2024-01-07T23:15:00Z,fourier-demo,-0.096270328117,1.505250000000,0.298559792179,-0.954390931691
2024-01-07T23:16:00Z,fourier-demo,-0.065665580712,1.505400000000,0.297094350552,-0.954848127647
2024-01-07T23:17:00Z,fourier-demo,0.006545936400,1.505550000000,0.295628208808,-0.955303073457
2024-01-07T23:18:00Z,fourier-demo,0.117151831591,1.505700000000,0.294161370402,-0.955755768051
2024-01-07T23:19:00Z,fourier-demo,0.261349159926,1.505850000000,0.292693838791,-0.956206210362
2024-01-07T23:20:00Z,fourier-demo,0.432909741460,1.506000000000,0.291225617432,-0.956654399327
2024-01-07T23:21:00Z,fourier-demo,0.624404942080,1.506150000000,0.289756709787,-0.957100333890
2024-01-07T23:22:00Z,fourier-demo,0.827481414103,1.506300000000,0.288287119317,-0.957544013002
2024-01-07T23:23:00Z,fourier-demo,1.033177178675,1.506450000000,0.286816849484,-0.957985435616
2024-01-07T23:24:00Z,fourier-demo,1.232265738451,1.506600000000,0.285345903754,-0.958424600692
2024-01-07T23:25:00Z,fourier-demo,1.415614707279,1.506750000000,0.283874285593,-0.958861507194
2024-01-07T23:26:00Z,fourier-demo,1.574544783636,1.506900000000,0.282401998468,-0.959296154095
2024-01-07T23:27:00Z,fourier-demo,1.701174804626,1.507050000000,0.280929045850,-0.959728540368
2024-01-07T23:28:00Z,fourier-demo,1.788739102509,1.507200000000,0.279455431209,-0.960158664996
2024-01-07T23:29:00Z,fourier-demo,1.831864427535,1.507350000000,0.277981158019,-0.960586526965
2024-01-07T23:30:00Z,fourier-demo,1.826795258410,1.507500000000,0.276506229752,-0.961012125266
2024-01-07T23:31:00Z,fourier-demo,1.771558332912,1.507650000000,0.275030649886,-0.961435458896
2024-01-07T23:32:00Z,fourier-demo,1.666059615637,1.507800000000,0.273554421897,-0.961856526859
2024-01-07T23:33:00Z,fourier-demo,1.512109581706,1.507950000000,0.272077549263,-0.962275328161
2024-01-07T23:34:00Z,fourier-demo,1.313375527542,1.508100000000,0.270600035467,-0.962691861815
2024-01-07T23:35:00Z,fourier-demo,1.075262508401,1.508250000000,0.269121883988,-0.963106126841
2024-01-07T23:36:00Z,fourier-demo,0.804727330771,1.508400000000,0.267643098311,-0.963518122262
2024-01-07T23:37:00Z,fourier-demo,0.510032682011,1.508550000000,0.266163681921,-0.963927847106
2024-01-07T23:38:00Z,fourier-demo,0.200450852583,1.508700000000,0.264683638303,-0.964335300409
2024-01-07T23:39:00Z,fourier-demo,-0.114071497694,1.508850000000,0.263202970945,-0.964740481210
2024-01-07T23:40:00Z,fourier-demo,-0.423274539269,1.509000000000,0.261721683338,-0.965143388555
2024-01-07T23:41:00Z,fourier-demo,-0.716958428819,1.509150000000,0.260239778970,-0.965544021493
2024-01-07T23:42:00Z,fourier-demo,-0.985353952748,1.509300000000,0.258757261336,-0.965942379082
2024-01-07T23:43:00Z,fourier-demo,-1.219476308443,1.509450000000,0.257274133928,-0.966338460381
2024-01-07T23:44:00Z,fourier-demo,-1.411448365580,1.509600000000,0.255790400241,-0.966732264458
2024-01-07T23:45:00Z,fourier-demo,-1.554780986457,1.509750000000,0.254306063772,-0.967123790385
2024-01-07T23:46:00Z,fourier-demo,-1.644599715040,1.509900000000,0.252821128018,-0.967513037239
2024-01-07T23:47:00Z,fourier-demo,-1.677809298807,1.510050000000,0.251335596480,-0.967900004103
2024-01-07T23:48:00Z,fourier-demo,-1.653189997806,1.510200000000,0.249849472657,-0.968284690064
2024-01-07T23:49:00Z,fourier-demo,-1.571422360745,1.510350000000,0.248362760053,-0.968667094217
